NChap1_final_00000006	X	100.000	385	0	0	1	385	534	478725	479109	483481970	0.0	712	385
NChap1_final_00000006	X	100.000	82	0	0	453	534	534	480330	480411	483481970	9.15e-35	152	82
NChap1_final_00000006	X	100.000	74	0	0	385	458	534	479314	479387	483481970	2.56e-30	137	74
NChap1_final_00000014	X	100.000	682	0	0	1	682	1095	530259	529578	483481970	0.0	1260	682
NChap1_final_00000014	X	100.000	275	0	0	821	1095	1095	529213	528939	483481970	9.94e-142	508	275
NChap1_final_00000014	X	100.000	144	0	0	680	823	1095	529463	529320	483481970	6.61e-69	267	144
NChap1_final_00000014	A1	100.000	28	0	0	1042	1069	1095	129322232	129322259	466657150	2.01e-04	52.8	28
NChap1_final_00000030	X	100.000	426	0	0	172	597	597	667796	667371	483481970	0.0	787	426
NChap1_final_00000030	X	98.883	179	0	1	1	177	597	668068	667890	483481970	9.59e-85	318	172
NChap1_final_00000030	X	89.431	123	10	1	172	294	597	116706414	116706295	483481970	1.03e-34	152	82
NChap1_final_00000040	X	100.000	979	0	0	1	979	1527	785079	786057	483481970	0.0	1808	979
NChap1_final_00000040	X	100.000	246	0	0	1282	1527	1527	786843	787088	483481970	1.85e-125	455	246
NChap1_final_00000040	X	100.000	212	0	0	1072	1283	1527	786548	786759	483481970	1.47e-106	392	212
NChap1_final_00000040	X	100.000	98	0	0	975	1072	1527	786135	786232	483481970	3.46e-43	182	98
NChap1_final_00000040	X	100.000	68	0	0	1460	1527	1527	6588096	6588029	483481970	1.64e-26	126	68
NChap1_final_00000040	X	100.000	68	0	0	1460	1527	1527	452708882	452708949	483481970	1.64e-26	126	68
NChap1_final_00000040	X	100.000	68	0	0	1460	1527	1527	477039854	477039921	483481970	1.64e-26	126	68
NChap1_final_00000040	X	100.000	68	0	0	1460	1527	1527	482162231	482162298	483481970	1.64e-26	126	68
NChap1_final_00000040	X	100.000	67	0	0	1461	1527	1527	2968835	2968901	483481970	5.91e-26	124	67
NChap1_final_00000040	X	100.000	63	0	0	1465	1527	1527	240956505	240956443	483481970	9.90e-24	117	63
NChap1_final_00000040	X	100.000	28	0	0	222	249	1527	241587484	241587511	483481970	2.83e-04	52.8	28
NChap1_final_00000040	A2	100.000	69	0	0	1459	1527	1527	300773311	300773243	320470792	4.57e-27	128	69
NChap1_final_00000040	A2	100.000	68	0	0	1460	1527	1527	10747298	10747365	320470792	1.64e-26	126	68
NChap1_final_00000040	A2	100.000	68	0	0	1460	1527	1527	288494011	288493944	320470792	1.64e-26	126	68
NChap1_final_00000040	A2	100.000	68	0	0	1460	1527	1527	316506468	316506401	320470792	1.64e-26	126	68
NChap1_final_00000040	A2	100.000	68	0	0	1460	1527	1527	316694897	316694964	320470792	1.64e-26	126	68
NChap1_final_00000040	A2	100.000	67	0	0	1461	1527	1527	5609793	5609727	320470792	5.91e-26	124	67
NChap1_final_00000040	A1	100.000	68	0	0	1460	1527	1527	7922038	7921971	466657150	1.64e-26	126	68
NChap1_final_00000040	A1	100.000	68	0	0	1460	1527	1527	220948158	220948091	466657150	1.64e-26	126	68
NChap1_final_00000040	A1	100.000	68	0	0	1460	1527	1527	366688872	366688939	466657150	1.64e-26	126	68
NChap1_final_00000040	A1	98.462	65	1	0	1463	1527	1527	460162975	460163039	466657150	3.56e-23	115	62
NChap1_final_00000059	X	100.000	197	0	0	625	821	1026	944727	944923	483481970	2.13e-98	364	197
NChap1_final_00000059	X	100.000	177	0	0	1	177	1026	943181	943357	483481970	2.80e-87	327	177
NChap1_final_00000059	X	100.000	132	0	0	820	951	1026	945221	945352	483481970	2.90e-62	244	132
NChap1_final_00000059	X	99.254	134	0	1	247	379	1026	943913	944046	483481970	3.75e-61	241	130
NChap1_final_00000059	X	100.000	109	0	0	374	482	1026	944178	944286	483481970	1.77e-49	202	109
NChap1_final_00000059	X	100.000	78	0	0	175	252	1026	943748	943825	483481970	3.02e-32	145	78
NChap1_final_00000059	X	100.000	77	0	0	950	1026	1026	945444	945520	483481970	1.09e-31	143	77
NChap1_final_00000059	X	100.000	75	0	0	553	627	1026	944566	944640	483481970	1.41e-30	139	75
NChap1_final_00000059	X	100.000	74	0	0	481	554	1026	944400	944473	483481970	5.06e-30	137	74
NChap1_final_00000158	X	100.000	486	0	0	852	1337	1337	2067772	2067287	483481970	0.0	898	486
NChap1_final_00000158	X	100.000	161	0	0	1	161	1337	2069908	2069748	483481970	2.88e-78	298	161
NChap1_final_00000158	X	100.000	133	0	0	159	291	1337	2069673	2069541	483481970	1.06e-62	246	133
NChap1_final_00000158	X	100.000	130	0	0	512	641	1337	2068468	2068339	483481970	4.91e-61	241	130
NChap1_final_00000158	X	100.000	126	0	0	726	851	1337	2067994	2067869	483481970	8.22e-59	233	126
NChap1_final_00000158	X	100.000	124	0	0	291	414	1337	2068868	2068745	483481970	1.06e-57	230	124
NChap1_final_00000158	X	100.000	102	0	0	413	514	1337	2068655	2068554	483481970	1.81e-45	189	102
NChap1_final_00000158	X	100.000	88	0	0	638	725	1337	2068169	2068082	483481970	1.09e-37	163	88
NChap1_final_00000185	X	100.000	563	0	0	770	1332	1520	2303410	2302848	483481970	0.0	1040	563
NChap1_final_00000185	X	100.000	273	0	0	498	770	1520	2303766	2303494	483481970	1.80e-140	505	273
NChap1_final_00000185	X	100.000	185	0	0	1	185	1520	2305035	2304851	483481970	1.49e-91	342	185
NChap1_final_00000185	X	100.000	169	0	0	331	499	1520	2304056	2303888	483481970	1.17e-82	313	169
NChap1_final_00000185	X	100.000	147	0	0	185	331	1520	2304298	2304152	483481970	1.99e-70	272	147
NChap1_final_00000185	X	100.000	109	0	0	1331	1439	1520	2302610	2302502	483481970	2.64e-49	202	109
NChap1_final_00000185	X	100.000	81	0	0	1440	1520	1520	2302411	2302331	483481970	9.71e-34	150	81
NChap1_final_00000186	X	100.000	547	0	0	1	547	1400	2309863	2309317	483481970	0.0	1011	547
NChap1_final_00000186	X	99.567	231	0	1	1171	1400	1400	2307011	2306781	483481970	6.16e-115	420	227
NChap1_final_00000186	X	98.537	205	0	2	790	994	1400	2308479	2308278	483481970	1.36e-96	359	194
NChap1_final_00000186	X	100.000	150	0	0	543	692	1400	2309215	2309066	483481970	3.93e-72	278	150
NChap1_final_00000186	X	100.000	120	0	0	984	1103	1400	2308167	2308048	483481970	1.87e-55	222	120
NChap1_final_00000186	X	98.165	109	1	1	684	792	1400	2308912	2308805	483481970	1.89e-45	189	102
NChap1_final_00000186	X	100.000	73	0	0	1104	1176	1400	2307891	2307819	483481970	2.50e-29	135	73
NChap1_final_00000186	A2	91.597	119	9	1	424	541	1400	181683937	181683819	320470792	1.15e-37	163	88
NChap1_final_00000213	X	100.000	627	0	0	1	627	1513	2753132	2752506	483481970	0.0	1158	627
NChap1_final_00000213	X	100.000	175	0	0	1339	1513	1513	2750309	2750135	483481970	5.38e-86	324	175
NChap1_final_00000213	X	100.000	113	0	0	1074	1186	1513	2751197	2751085	483481970	1.57e-51	209	113
NChap1_final_00000213	X	100.000	106	0	0	802	907	1513	2752034	2751929	483481970	1.22e-47	196	106
NChap1_final_00000213	X	98.113	106	0	2	705	810	1513	2752224	2752121	483481970	9.53e-44	183	99
NChap1_final_00000213	X	94.690	113	6	0	1074	1186	1513	323037298	323037410	483481970	1.59e-41	176	95
NChap1_final_00000213	X	100.000	92	0	0	986	1077	1513	2751647	2751556	483481970	7.42e-40	171	92
NChap1_final_00000213	X	97.959	98	2	0	802	899	1513	150253548	150253645	483481970	7.42e-40	171	92
NChap1_final_00000213	X	95.283	106	5	0	802	907	1513	323036418	323036523	483481970	2.67e-39	169	91
